confidence_level,metric_value,calculated_at,calculation_method,processing_time_ms,description,metric_factor,clip_id,type,platform,feature_value,file_name,feature_name,remarks,metric_name,calculation_timestamp,trustworthiness_values,module_name,quality_metadata
0.0,,2024-12-27T12:33:45.991200,Gemini Language Model (gemini-1.5-flash),1257,Generated education based on input profile.,,1869487217728463162,generated_feature,X,Ninguno,nc_x_1_norm_proc.json,education,,,,,MedicalEducationModule,
0.1,,2024-12-27T12:33:47.535255,Gemini Language Model (gemini-1.5-flash),1535,Generated medicalVerifiability based on input profile.,,1869487217728463162,generated_feature,X,"Bajo (Universidad de Barcelona y Hospital Clínic Barcelona mencionados en el mensaje, pero sin verificación de la afiliación del usuario a ninguna institución médica.)",nc_x_1_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.1,,2024-12-27T12:33:48.848552,Gemini Language Model (gemini-1.5-flash),1301,Generated medical profession based on input profile.,,1869487217728463162,generated_feature,X,Ninguno,nc_x_1_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:33:50.225170,Gemini Language Model (gemini-1.5-flash),1369,Generated influence based on user recommendations.,,1869487217728463162,generated_feature,X,0 (sin recomendaciones),nc_x_1_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.5,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,1864061407672631504,quality_metric,X,,c_x_2_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:20.086087,,,{'verifiability_quality': 0.5}
,0.6,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,1864061407672631504,quality_metric,X,,c_x_2_norm_proc.json,,,certification,2024-12-27T12:34:20.088824,,,"{'education_quality': 1.0, 'profession_quality': 0, 'alpha': 0.6}"
,0.27264459034030897,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),1864061407672631504,quality_metric,X,,c_x_2_norm_proc.json,,,confidence,2024-12-27T12:34:20.091781,,,"{'influence': 0.0, 'audience_size': 35000, 'normalized_audience_size': 0.9088153011343632, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.4945289180680618,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,1864061407672631504,quality_metric,X,,c_x_2_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.095488,,,"{'access_to_source_data': 0.5, 'certification': 0.6, 'confidence': 0.27264459034030897}"
,0.4945289180680618,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,1864061407672631504,quality_metric,X,,c_x_2_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.775786,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.4945289180680618}"
1.0,,2024-12-27T12:33:51.552269,Gemini Language Model (gemini-1.5-flash),1314,Generated education based on input profile.,,1864061407672631504,generated_feature,X,Nefrólogo,c_x_2_norm_proc.json,education,,,,,MedicalEducationModule,
0.5,,2024-12-27T12:33:52.990743,Gemini Language Model (gemini-1.5-flash),1426,Generated medicalVerifiability based on input profile.,,1864061407672631504,generated_feature,X,"Medio (Hospital Civil de Guadalajara, Universidad de Guadalajara)",c_x_2_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
0.0,,2024-12-27T12:33:55.651156,Gemini Language Model (gemini-1.5-flash),1348,Generated influence based on user recommendations.,,1864061407672631504,generated_feature,X,Índice de influencia no disponible.,c_x_2_norm_proc.json,influence,,,,,MedicalInfluenceModule,
,0.5,,Direct mapping from MedicalVerifiabilityModule,0,,verifiability_quality,1870079286222184757,quality_metric,X,,c_x_1_norm_proc.json,,,access_to_source_data,2024-12-27T12:34:20.099216,,,{'verifiability_quality': 0.5}
,1.0,,Certification = alpha * Education Quality + (1 - alpha) * Profession Quality,0,,alpha * Education Quality + (1 - alpha) * Profession Quality,1870079286222184757,quality_metric,X,,c_x_1_norm_proc.json,,,certification,2024-12-27T12:34:20.102651,,,"{'education_quality': 1.0, 'profession_quality': 1.0, 'alpha': 0.6}"
,0.18543648140242852,,Confidence = 0.7 * influence + 0.30000000000000004 * Normalized Audience Size,0,,alpha * influence + (1 - alpha) * log(audience_size + 1) / log(max_audience_size + 1),1870079286222184757,quality_metric,X,,c_x_1_norm_proc.json,,,confidence,2024-12-27T12:34:20.106237,,,"{'influence': 0.0, 'audience_size': 1231, 'normalized_audience_size': 0.6181216046747616, 'alpha': 0.7, 'max_audience_size': 100000}"
,0.6370872962804858,,trustworthiness = 0.4 * Access to Source Data + 0.4 * Certification + 0.2 * Confidence,0,,0.4 * access_to_source_data + 0.4 * certification + 0.2 * confidence,1870079286222184757,quality_metric,X,,c_x_1_norm_proc.json,,,trustworthiness,2024-12-27T12:34:20.110173,,,"{'access_to_source_data': 0.5, 'certification': 1.0, 'confidence': 0.18543648140242852}"
,0.6370872962804858,,credibility = 0 * Trustworthiness_Path_Stability + 1 * Trustworthiness,0,,0 * trustworthiness_path_stability + 1 * trustworthiness,1870079286222184757,quality_metric,X,,c_x_1_norm_proc.json,,trustworthiness_path_stability no encontrada; se asignó peso 0.,credibility,2024-12-27T14:05:32.780012,,,"{'trustworthiness_path_stability': 0, 'trustworthiness': 0.6370872962804858}"
1.0,,2024-12-27T12:33:57.056598,Gemini Language Model (gemini-1.5-flash),1393,Generated education based on input profile.,,1870079286222184757,generated_feature,X,Especialista en Medicina Interna,c_x_1_norm_proc.json,education,,,,,MedicalEducationModule,
0.5,,2024-12-27T12:33:58.486581,Gemini Language Model (gemini-1.5-flash),1420,Generated medicalVerifiability based on input profile.,,1870079286222184757,generated_feature,X,Medio (Docente IRM-USFQ),c_x_1_norm_proc.json,medicalVerifiability,,,,,MedicalVerifiabilityModule,
1.0,,2024-12-27T12:33:59.801870,Gemini Language Model (gemini-1.5-flash),1307,Generated medical profession based on input profile.,,1870079286222184757,generated_feature,X,Médico Internista,c_x_1_norm_proc.json,profession,,,,,MedicalProfessionModule,
0.0,,2024-12-27T12:34:01.184212,Gemini Language Model (gemini-1.5-flash),1373,Generated influence based on user recommendations.,,1870079286222184757,generated_feature,X,No hay datos disponibles.,c_x_1_norm_proc.json,influence,,,,,MedicalInfluenceModule,
